239.355026, 491.200073, 679.599976, 0.318838, 0.009955, -0.004056, 0.947748
242.589996, 490.400024, 678.640076, 0.339328, -0.010795, -0.004678, 0.940595
245.610001, 489.600037, 678.320007, 0.357381, -0.032280, -0.005280, 0.933386
248.629990, 487.200012, 676.200012, 0.398261, -0.113143, -0.007188, 0.910239
250.574997, 485.600037, 674.820007, 0.376470, -0.154790, -0.007603, 0.913374
253.809998, 482.400055, 673.440063, 0.337510, -0.177431, -0.007470, 0.924419
256.829956, 480.800018, 673.160034, 0.300138, -0.183357, -0.007075, 0.936081
258.989960, 477.600037, 672.119934, 0.253986, -0.208189, -0.006883, 0.944511
260.505005, 475.200073, 671.399963, 0.226924, -0.227914, -0.006858, 0.946844
261.579987, 471.200043, 670.080017, 0.182786, -0.263439, -0.006873, 0.947176
264.384979, 468.400055, 670.640076, 0.142554, -0.290472, -0.006797, 0.946181
265.899994, 467.200012, 671.480042, 0.112819, -0.291633, -0.006422, 0.949832
267.629974, 462.400024, 671.479980, 0.058908, -0.321420, -0.006212, 0.945082
268.920013, 458.400024, 672.200012, 0.033141, -0.338254, -0.006155, 0.940451
271.294983, 455.200043, 673.719971, 0.028900, -0.336068, -0.006061, 0.941375
271.940002, 452.000031, 674.200012, 0.004193, -0.359758, -0.006134, 0.933016
271.940002, 447.200043, 674.840027, -0.056327, -0.405518, -0.006106, 0.912329
272.589996, 445.600037, 675.299988, -0.037212, -0.404967, -0.006350, 0.913552
272.809967, 440.399994, 675.660034, -0.010605, -0.424016, -0.007024, 0.905565
272.589996, 438.399994, 675.339966, 0.002761, -0.421285, -0.007155, 0.906896
273.455048, 434.400024, 676.420044, 0.015498, -0.411897, -0.007165, 0.911071
273.669983, 430.400024, 676.320007, 0.026349, -0.396327, -0.007046, 0.917704
273.455017, 427.200043, 675.700012, 0.048386, -0.386592, -0.007173, 0.920953
274.100006, 424.400024, 675.699951, 0.062720, -0.373752, -0.007146, 0.925378
274.529968, 420.400024, 675.480042, 0.058984, -0.344474, -0.006602, 0.936918
273.669983, 416.400024, 674.320007, 0.053382, -0.341240, -0.006473, 0.938437
274.529999, 413.600037, 674.546692, 0.035755, -0.331974, -0.006083, 0.942591
273.670013, 409.600037, 673.559998, 0.026557, -0.335400, -0.006019, 0.941682
274.314972, 405.600006, 673.719971, 0.012491, -0.336407, -0.005850, 0.941616
274.314972, 401.600006, 673.719910, -0.001005, -0.342193, -0.005769, 0.939611
274.959991, 398.400024, 674.280029, -0.010110, -0.340715, -0.005623, 0.940095
274.959961, 394.400024, 674.320007, -0.021933, -0.353574, -0.005684, 0.935132
274.959991, 389.600037, 674.400085, -0.021800, -0.386318, -0.006239, 0.922087
274.315002, 387.200043, 673.739990, -0.007513, -0.403615, -0.006720, 0.914873
273.669983, 383.200012, 673.599976, -0.011821, -0.411078, -0.006789, 0.911498
273.669983, 378.399994, 673.520020, 0.010996, -0.430691, -0.007423, 0.902402
273.670013, 376.000000, 673.000000, 0.018890, -0.435519, -0.007609, 0.899949
274.959991, 372.800049, 674.400085, 0.041478, -0.400633, -0.007319, 0.915270
274.959991, 368.000031, 673.160034, 0.065498, -0.420495, -0.007973, 0.904892
274.744995, 365.600006, 672.600037, 0.073457, -0.423231, -0.008125, 0.903002
274.744995, 362.399994, 671.660034, 0.084298, -0.418229, -0.008184, 0.904384
274.959961, 359.200073, 671.480042, 0.092442, -0.408865, -0.008133, 0.907865
274.959991, 355.200043, 670.200073, 0.099513, -0.401278, -0.008099, 0.910498
275.829987, 352.800018, 670.240051, 0.113406, -0.374036, -0.007823, 0.920421
275.829956, 349.600037, 669.479980, 0.117768, -0.363001, -0.007694, 0.924284
276.689972, 347.200012, 669.479919, 0.118004, -0.344995, -0.007393, 0.931128
276.689972, 343.200043, 668.200012, 0.118426, -0.344102, -0.007383, 0.931405
277.989990, 339.200012, 668.159973, 0.126359, -0.300368, -0.006749, 0.945392
277.989960, 337.600006, 667.400024, 0.115468, -0.311124, -0.006787, 0.943304
277.989960, 332.000031, 666.039978, 0.072831, -0.317585, -0.006331, 0.945408
279.494995, 329.600006, 666.739990, 0.057933, -0.285147, -0.005586, 0.956715
280.359955, 325.600037, 666.700012, 0.026076, -0.259422, -0.004729, 0.965400
280.359955, 321.600037, 666.679993, -0.020003, -0.304836, -0.004886, 0.952182
279.709991, 318.400024, 666.559998, -0.026383, -0.351118, -0.005583, 0.935943
280.579987, 315.200012, 667.359985, -0.025651, -0.352117, -0.005610, 0.935588
280.359955, 310.400024, 667.280029, -0.000128, -0.380969, -0.006436, 0.924565
280.579956, 308.800018, 667.280090, 0.011232, -0.385378, -0.006661, 0.922666
281.726654, 304.266693, 668.186646, 0.021603, -0.361684, -0.006398, 0.932028
281.654968, 301.600037, 668.080017, 0.013514, -0.361083, -0.006280, 0.932415
282.515015, 299.200043, 668.760010, 0.019467, -0.326617, -0.005777, 0.944939
280.359985, 296.400024, 666.630005, 0.002698, -0.372381, -0.006328, 0.928055
279.494995, 293.600037, 665.580017, -0.012732, -0.362922, -0.005964, 0.931714
279.709961, 290.399994, 666.080017, -0.014473, -0.350899, -0.005737, 0.936284
280.359955, 285.600037, 666.640015, -0.017862, -0.316357, -0.005109, 0.948458
279.709961, 284.000000, 666.000000, -0.029110, -0.318120, -0.004990, 0.947590
